,product_name,user_rating,product_review
3512,Citrus Squall,3.99,picked up a sixer last week at shoppers in germantown. seemed a good match for all the heat weve been having. nose is grapefruit and lime and i guess agave. flavor brings the sour citrus early and then flattens in out where the aftertaste is complex yet clean. not really what im looking for from a flavor or style standpoint and i am in no ways a tequila drinker but this is actually pretty good for what it is. you dont taste the eight percent much either. for eleven bucks a sixer you could do a lot worse.
3513,Citrus Squall,4.43,poured from a can into a sampler glass at a tasting festival. my sadness in learning that sea quench ale is no longer being distributed here due to low sales was overshadowed by this delicious brew. hid the alcohol taste well and went down smooth. cheers!
3514,Oktoberfest,3.2,in 2020 this was an excellent beer but not anymore. better options are out there; ayinger and devils backbone for example.
3515,Oktoberfest,4.16,hello great lakes! wow this was one gives a nice bold marzen punch right out of the gate. mouthfeel is quite nice and juicy taste sticks around for awhile. really a classic oktoberfest taste with this one. i feel like if i was given multiple choice i could name this brewery with a blind taste test. something about a great lakes beer that sticks out to me. definitely satisfied with a purchase of this 6 pack. i forget how much i enjoy oktoberfest beers.
3516,Oktoberfest,4.22,12 oz bottle exp date 11/1/23 into a dimple mug. l: pours rusty deep amber with a thin creamy off white head that goes down to edge foam light steady carbonation no lacing. s: caramelized malts raisins brown bread lightly floral a hint of alcohol with warming. t: bright over ripe citrus leafy a hint of grapes toasted grains lightly sweet & malty then rich caramel & citrus that linger. fairly fruity with plum & skin. slightly earthy with mild bitterness. f: bright and smooth medium-heavy mouthfeel with a robust middle and a long slightly dry finish. o: this beer stands out in the okto crowd due to its magnificent taste feel and finish. feels a touch warming as well. a perfect marzen for cool autumn weather. it is outstanding in its style.
3517,Oktoberfest,3.97,nice  drinking from the bottle so i can’t see it or describe the head.  i don’t smell anything. blame my nose.  tastes roasty and malty with just a little hoppy bite on the back of the tongue.  nice märzen.
3518,Oktoberfest,4.33,purchased as part of a mixed 4 pack from wegmans in collegeville pa on 8/28/23! no visible bottle date but a printed enjoy by date of 11/1/23.  l- clear copper color.  s- caramel and roasted malt.  t- very well balanced hop and roasted malt flavor. hop bitterness up front followed by an almost creamy caramel flavor.  f- very smooth slightly crisp. fine carbonation.  o- wow! what a fantastic oktoberfest!
3519,Oktoberfest,4.05,bottle from trader joes
3520,Oktoberfest,4.14,pours out of the bottle a crystal clear dark amber with minimal head. the smells are wonderful that include toasty malt and maybe some carmel. tastes follow the scents with some breadiness and spices. only draw back was that it felt thin in terms of the mouthfeel but luckily i dont drink beer for that reason! fantastic märzen!
3521,Oktoberfest,4.15,appearance: deep and clean amber with a pleasing off-white head and limited lace.  nose: warm toasty autumnal caramel and toffee. very nice.  taste: rich sweet malty. pretty big flavor punch here full of toasty malt and a slightly hopped zing at the finish. a bigger flavor profile than traditional marzens and a surprisingly enjoyable and unique take on the style. really liked.
3522,Oktoberfest,4,pours a light opaque brown with a small head. slightly sour and malty aroma not very much. touch of sourness in the taste mildly sweet maltiness some caramel very little bitterness. medium body. a very good oktoberfest.
3523,Oktoberfest,3.69,great lakes is a brewery that i am growing to appreciate more and more. i have never been disappointed by any beer of theirs that i have sampled and their oktoberfest is no exception. this is a marzen style beer that i would assume many us drinkers would associate with the oktoberfest style. dark burnt orange in appearance this beer pours with a rather quickly subsiding head that doesnt leave much lacing. the aroma offers caramel and roasted malt notes that are very inviting. taste does not disappoint offering the same malt notes with a pleasant caramel undertone. this is another quality offering from great lakes worth seeking out.
3524,Slapasaurus,4.07,first impressions arent good. theres way too much stark white foam just from cracking open a pint can with resultant overflowing. the attempted pour to try to empty the cans contents into a clear glass liter mug is also frustrated by all the foam. thats surprising as high abv brews usually arent this foamy. obviously theres more than barley malt here providing the starch backbone. the foam recedes unevenly unattractively and leaves erratic lacing inside the vessel. once it can be determined the liquid is light copper-amber bright and somewhat translucent. the aroma is limited to a dry hoppiness with some vague starch. it doesnt taste badly. of course theres alcohol present and its immediate. the hop taste is vague maybe piney but certainly bittering. the biggest surprise and the biggest plus is the mouthfeel. despite an alcoholic burn to the taste buds this is remarkably soft and smooth across the tongue. overall it actually has a tasty malted backbone along with a nice dry hop bite to finish. the pronounced taste of alcohol is mitigated by its smooth mouthfeel and that it has an abv close to 10%. this is another example of alcohol adding to the sweetness upfront then drying out the bitterness at the finish. a final surprise is the stratified glass lacing once the foam subsided there are many worse options to down a pint for a serious beer buzz.
3525,Slapasaurus,4.28,appearance - the beer was golden yellow in appearance with visible carbonation.  smell - the iconic 3 floyds dankness is followed by fruity notes.  taste - there were definite citrus fruit notes. the malt presence was somewhat weak despite the big body. the big mover was the lemon dankness that lingered nicely.  mouthfeel - the body was big leading to a lingering profile.  overall - this is definitely worth checking out for floyds fans.
3526,Slapasaurus,4.46,the seldom studied and often forgotten imperial american ipa may be a beer destined for the history books but 3 floyds is single handedly keeping the style alive with this dinosaur of a beer.  slapasaurus hits the glass with a medium amber appearance rounded with a reasonably hop induced haze. as its creamy off-white froth builds so to a host of tropical fruit aromas with citrus spruce and grassy herbs in the backdrop. but a malty-sweet upstart gives the palate a calmer taste of honey caramel graham cracker and granola with the beers opening taste.  as the malts stew persistently on the middle palate a quick followup of hops give a bold tropical impression of pineapple mango and papaya. not to be outdone more citrusy tones of red grapefruit tangerine and lime aid the beers racy and fruity zest. trending rapidly bitter the taste develops a strong and deeply resinous bite with flavors of fruit peels pine needle fresh-cut grass and hemp in its wake.  medium bodied and sticky with both malt and hop resins the session finishes decidedly on the bitter side of bitter-sweet with drier take on malty-dry as the spicy ale comes to a close. a long follow through of pine sap citrus remnants and curaçao liquor-type spice comes in perpetual waves.
